time	ax	ay	az
0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000
0.00100000000000000	0.0125660398833526	0.0313952597646567	0.0312868930080462
0.00200000000000000	0.0251300954433375	0.0626666167821521	0.0618033988749895
0.00300000000000000	0.0376901826699345	0.0936906572928623	0.0907980999479094
0.00400000000000000	0.0502443181797696	0.124344943582427	0.117557050458495
0.00500000000000000	0.0627905195293134	0.154508497187474	0.141421356237310
0.00600000000000000	0.0753268055279327	0.184062276342339	0.161803398874990
0.00700000000000000	0.0878511965507432	0.212889645782536	0.178201304837674
0.00800000000000000	0.100361714851215	0.240876837050858	0.190211303259031
0.00900000000000000	0.112856384873482	0.267913397489498	0.197537668119028
0.0100000000000000	0.125333233564304	0.293892626146237	0.200000000000000
0.0110000000000000	0.137790290684638	0.318711994874345	0.197537668119028
0.0120000000000000	0.150225589120757	0.342273552964344	0.190211303259031
0.0130000000000000	0.162637165194884	0.364484313710706	0.178201304837674
0.0140000000000000	0.175023058975276	0.385256621387895	0.161803398874990
0.0150000000000000	0.187381314585725	0.404508497187474	0.141421356237310
0.0160000000000000	0.199709980514407	0.422163962751008	0.117557050458495
0.0170000000000000	0.212007109922055	0.438153340021932	0.0907980999479093
0.0180000000000000	0.224270760949381	0.452413526233010	0.0618033988749894
0.0190000000000000	0.236498997023725	0.464888242944126	0.0312868930080462
0.0200000000000000	0.248689887164855	0.475528258147577	2.44929359829471e-17
0.0210000000000000	0.260841506289897	0.484291580564316	-0.0312868930080462
0.0220000000000000	0.272951935517325	0.491143625364344	-0.0618033988749895
0.0230000000000000	0.285019262469976	0.496057350657239	-0.0907980999479093
0.0240000000000000	0.297041581577035	0.499013364214136	-0.117557050458495
0.0250000000000000	0.309016994374947	0.500000000000000	-0.141421356237310
0.0260000000000000	0.320943609807210	0.499013364214136	-0.161803398874990
0.0270000000000000	0.332819544522987	0.496057350657239	-0.178201304837674
0.0280000000000000	0.344642923174517	0.491143625364344	-0.190211303259031
0.0290000000000000	0.356411878713251	0.484291580564316	-0.197537668119028
0.0300000000000000	0.368124552684678	0.475528258147577	-0.200000000000000
0.0310000000000000	0.379779095521801	0.464888242944126	-0.197537668119028
0.0320000000000000	0.391373666837202	0.452413526233010	-0.190211303259031
0.0330000000000000	0.402906435713663	0.438153340021932	-0.178201304837674
0.0340000000000000	0.414375580993284	0.422163962751007	-0.161803398874989
0.0350000000000000	0.425779291565073	0.404508497187474	-0.141421356237309
0.0360000000000000	0.437115766650933	0.385256621387895	-0.117557050458495
0.0370000000000000	0.448383216090032	0.364484313710706	-0.0907980999479094
0.0380000000000000	0.459579860621488	0.342273552964344	-0.0618033988749895
0.0390000000000000	0.470703932165333	0.318711994874345	-0.0312868930080462
0.0400000000000000	0.481753674101715	0.293892626146237	-4.89858719658941e-17
0.0410000000000000	0.492727341548292	0.267913397489498	0.0312868930080463
0.0420000000000000	0.503623201635761	0.240876837050858	0.0618033988749896
0.0430000000000000	0.514439533781506	0.212889645782536	0.0907980999479095
0.0440000000000000	0.525174629961296	0.184062276342339	0.117557050458495
0.0450000000000000	0.535826794978997	0.154508497187474	0.141421356237309
0.0460000000000000	0.546394346734269	0.124344943582427	0.161803398874989
0.0470000000000000	0.556875616488188	0.0936906572928623	0.178201304837674
0.0480000000000000	0.567268949126757	0.0626666167821520	0.190211303259031
0.0490000000000000	0.577572703422268	0.0313952597646568	0.197537668119028
0.0500000000000000	0.587785252292473	6.12323399573677e-17	0.200000000000000
0.0510000000000000	0.597904983057519	-0.0313952597646567	0.197537668119028
0.0520000000000000	0.607930297694605	-0.0626666167821521	0.190211303259031
0.0530000000000000	0.617859613090334	-0.0936906572928622	0.178201304837674
0.0540000000000000	0.627691361290700	-0.124344943582427	0.161803398874990
0.0550000000000000	0.637423989748690	-0.154508497187474	0.141421356237309
0.0560000000000000	0.647055961569444	-0.184062276342339	0.117557050458495
0.0570000000000000	0.656585755752957	-0.212889645782536	0.0907980999479093
0.0580000000000000	0.666011867434252	-0.240876837050858	0.0618033988749896
0.0590000000000000	0.675332808121024	-0.267913397489498	0.0312868930080461
0.0600000000000000	0.684547105928689	-0.293892626146237	7.34788079488412e-17
0.0610000000000000	0.693653305812805	-0.318711994874345	-0.0312868930080463
0.0620000000000000	0.702649969798849	-0.342273552964344	-0.0618033988749894
0.0630000000000000	0.711535677209285	-0.364484313710706	-0.0907980999479095
0.0640000000000000	0.720309024887907	-0.385256621387895	-0.117557050458495
0.0650000000000000	0.728968627421412	-0.404508497187474	-0.141421356237310
0.0660000000000000	0.737513117358174	-0.422163962751008	-0.161803398874990
0.0670000000000000	0.745941145424182	-0.438153340021932	-0.178201304837674
0.0680000000000000	0.754251380736104	-0.452413526233010	-0.190211303259031
0.0690000000000000	0.762442511011448	-0.464888242944126	-0.197537668119028
0.0700000000000000	0.770513242775789	-0.475528258147577	-0.200000000000000
0.0710000000000000	0.778462301567023	-0.484291580564316	-0.197537668119028
0.0720000000000000	0.786288432136619	-0.491143625364344	-0.190211303259031
0.0730000000000000	0.793990398647835	-0.496057350657239	-0.178201304837674
0.0740000000000000	0.801566984870877	-0.499013364214136	-0.161803398874990
0.0750000000000000	0.809016994374947	-0.500000000000000	-0.141421356237309
0.0760000000000000	0.816339250717184	-0.499013364214136	-0.117557050458495
0.0770000000000000	0.823532597628427	-0.496057350657239	-0.0907980999479093
0.0780000000000000	0.830595899195813	-0.491143625364344	-0.0618033988749896
0.0790000000000000	0.837528040042142	-0.484291580564316	-0.0312868930080461
0.0800000000000000	0.844327925502015	-0.475528258147577	-9.79717439317883e-17
0.0810000000000000	0.850994481794692	-0.464888242944126	0.0312868930080463
0.0820000000000000	0.857526656193652	-0.452413526233010	0.0618033988749897
