time,value
0.00000000000000,0.00000000000000
0.00107730612246852,0.0810394156228339
0.00211825396759862,0.158292001433662
0.00310358512399786,0.229561632853674
0.00404019857801871,0.294892957521724
0.00495790601267725,0.355996024778553
0.00589541090731037,0.414869795398376
0.00688210568648508,0.472397273065307
0.00792424800345532,0.527665663542430
0.00900201766805812,0.578396066389384
0.0100788383918463,0.622193506612141
0.0111185801880652,0.657760235186535
0.0121025518689706,0.685305627307403
0.0130382918034819,0.706070624619585
0.0139560225044898,0.721465028078908
0.0148944365088034,0.732375232292491
0.0158824986725018,0.738960734602175
0.0169258235465316,0.740990244168430
0.0180040347656665,0.738470487650912
0.0190803483714636,0.732082788366691
0.0201188728826834,0.723071202695381
0.0211014896197372,0.712715228435954
0.0220363742028095,0.701858926171394
0.0229541514299379,0.690829355898129
0.0238934919559702,0.679721683713377
0.0248829248793438,0.668807095286931
0.0259274200613112,0.658778342978402
0.0270060507225368,0.650637211804768
0.0280818356344082,0.645273470429073
0.0291191319687003,0.643068961244418
0.0301003986766243,0.643866306918229
0.0310344463181593,0.647302787590178
0.0319522933180254,0.653202449776441
0.0328925775158616,0.661731753679822
0.0338833841865107,0.673227558332700
0.0349290370964162,0.687798169282027
0.0360080649687031,0.704950008783880
0.0370832997601903,0.723547849241227
0.0381193573728653,0.742215424958589
0.0390992793480714,0.759904250457641
0.0400325086945969,0.776198677840619
0.0409504486940911,0.791160288492696
0.0418916934470148,0.804858425967593
0.0428838764641439,0.816905183884966
0.0439306741946665,0.826306711835333
0.0450100769346830,0.831786124871822
0.0460847403348616,0.832404355382065
0.0471195490314506,0.827996476510718
0.0480981319505432,0.819032254011066
0.0490305618799413,0.806008733445147
0.0499486180796605,0.788870453944183
0.0508908399993800,0.766877996389833
0.0518844015730632,0.739016384350742
0.0529323308932100,0.704745533599198
0.0540120860516391,0.664676840382470
0.0550861569511326,0.620671927174164
0.0561197068902689,0.575142482153050
0.0570969568084400,0.529936153321978
0.0580286064246099,0.485564058358270
0.0589468019922980,0.441275287481252
0.0598900174142501,0.395903679295264
0.0608849593648058,0.348979929718681
0.0619340067236528,0.301472021302922
0.0630140917515393,0.255680538700494
0.0640875492084871,0.214296733147917
0.0651198309046894,0.179230712121014
0.0660957542540067,0.151003798220179
0.0670266428814632,0.129028390212477
0.0679450009454610,0.112451985954841
0.0688892259241924,0.100981769940067
0.0698855496816689,0.0952231238661624
0.0709357012121920,0.0963260108168200
0.0720160934673175,0.105120797833290
0.0730889167132962,0.121353679457031
0.0741199210396497,0.143670961599213
0.0750945246272381,0.170417396144459
0.0760246718056483,0.200625072595691
0.0769432154483545,0.234465850464016
0.0778884657529827,0.272900242888336
0.0788861723567538,0.316763440372876
0.0799374138797496,0.365807908505635
0.0810180906330342,0.418283227467679
0.0820902590789289,0.471404554152115
0.0831199772696664,0.522496810272872
0.0840932682757832,0.570088821141245
0.0850226937544421,0.614279587755169
0.0859414460057873,0.656233390444515
0.0868877371155421,0.697170231031044
0.0878868272140134,0.737428787924060
0.0889391442421078,0.776117520708724
0.0900200826840363,0.811551510480103
0.0910915759258620,0.842169522603235
0.0921199995788415,0.867293882730407
0.0930919855548466,0.887283107676814
0.0940207092870935,0.903138932179833
0.0949396931180287,0.915942660775808
0.0958870402178761,0.926452430091461
0.0968875140683016,0.935018655500520
0.0979408918100460,0.941801352332704
0.0990220690571168,0.947085919600121
0.100092866881787,0.951416578237703
0.101119987960868,0.955463529503614
0.102090676827089,0.959831448604047
0.103018718964665,0.965038416763607
0.103937957280668,0.971659475518887
0.104886375257017,0.980461895357700
0.105888232725426,0.992376980336901
0.106942656089479,1.00824700249304
0.108024049190674,1.02842736915619
0.109094131581715,1.05251750121503
0.110119942419030,1.07953676941135
0.111089342462522,1.10855068056429
0.112016723349876,1.13932815409588
0.112936238984474,1.17253948285760
0.113885742420967,1.20933415371771
0.114888982982203,1.25052163211984
0.115944436581598,1.29579357804918
0.117026022524870,1.34346145497685
0.118095369668082,1.39097217885346
0.119119862966203,1.43597016532348
0.120087982838409,1.47723464553758
0.121014723006941,1.51489628827168
0.121934538715255,1.54985654027321
0.122885141888646,1.58280747644980
0.123889764626514,1.61342444390791
0.124946232783008,1.64021883791635
0.126027988501789,1.66119260867888
0.127096580790846,1.67487912183940
0.128119749624852,1.68099653806529
0.129086598339151,1.68023449530961
0.130012718501410,1.67342091544397
0.130932856953724,1.66073936546014
0.131884573829841,1.64150611411160
0.132890577437367,1.61462268005461
0.133948044185874,1.57947849831303
0.135029946565597,1.53677680793070
0.136097764607591,1.48864149903214
0.137119602427021,1.43776114522987
0.138085189356184,1.38608161744119
0.139010710400013,1.33394794608219
0.139931194175361,1.28024910184273
0.140884038405158,1.22344350007361
0.141891421184959,1.16286645218723
0.142949870278064,1.09958945381768
0.144031896162695,1.03630084365870
0.145098920783619,0.976221554603895
0.146119421414327,0.921716703017591
0.147083756287866,0.873464126321976
0.148008699270494,0.830590513646865
0.148929550850278,0.791551586064718
0.149883535765975,0.755200019929983
0.150892295630738,0.721475518309478
0.151951710543292,0.691356466368684
0.153033836741879,0.666136407990221
0.154100048992047,0.646557245583299
0.155119206637946,0.632409556777482
0.156082299539365,0.622764626123459
0.157006685681454,0.616508383230670
0.157927927443089,0.612762688848470
0.158883066054404,0.610999633225717
0.159893200527476,0.610871008780873
0.160953564461264,0.611918782091483
0.162035767754495,0.613419083638086
0.163101148913900,0.614517216780026
0.164118958158603,0.614518386655493
0.165080819522542,0.613026551720920
0.166004670202190,0.609801870272779
0.166926324412774,0.604494324554782
0.167882629403243,0.596492823403694
0.168894135619333,0.585028842125274
0.169955431507827,0.569529268527846
0.171037688654592,0.550033476712155
0.172102220238201,0.527339116360225
0.173118676046548,0.502652680321107
0.174079316655840,0.476925768876941
0.175002653402533,0.450359802145395
0.175924742212554,0.422437380569694
0.176882225935946,0.392460848049681
0.177895100641934,0.360280827774937
0.178957311155117,0.326786330230396
0.180039598899081,0.293809569558951
0.181103262662057,0.263431200570300
0.182118360381544,0.237127231577272
0.183077791364159,0.215350179765694
0.184000635852686,0.197781251675383
0.184923181289760,0.184002183652320
0.185881855766585,0.174132172056340
0.186896095322440,0.169045760187935
0.187959202871706,0.169996590648739
0.189041497947882,0.177833775546330
0.190104275890746,0.192382069593146
0.191118011252836,0.212538789183066
0.192076244078740,0.237064286512813
0.192998618123067,0.265448917473236
0.193921642085707,0.298219501925377
0.194881518999816,0.336497585816677
0.195897119379628,0.381067986579847
0.196961106122755,0.431468112927571
0.198043385264084,0.485677487746501
0.199105259637801,0.540733260041073
0.200117628759133,0.593979337694551
0.201074675237045,0.644144463442904
0.201996600784142,0.691566621578302
0.202920125035571,0.737488794261233
0.203881215730852,0.782888679490363
0.204898172523969,0.827511005674656
0.205963020370161,0.869669457258317
0.207045260314089,0.906969400111759
0.208106213625089,0.937481079327644
0.209117213008576,0.960540498148273
0.210073085282626,0.976682534755275
0.210994584406268,0.986909071062916
0.211918630568263,0.991879068108985
0.212880946045436,0.991501829095749
0.213899254457710,0.985128938618672
0.214964945072716,0.972235970114530
0.216047122567772,0.953148101948410
0.217107137582894,0.929225163923891
0.218116764118710,0.902290675208975
0.219071474665007,0.873725384179570
0.219992569559529,0.843900873039858
0.220917159106308,0.812308297844628
0.221880710019815,0.778248768665388
0.222900364874960,0.741657152142273
0.223966879686253,0.703571039375170
0.225048971498621,0.665924259972758
0.226108031249986,0.630758894518145
0.227116282216448,0.599374615777019
0.228069843839555,0.571957327932262
0.228990556813579,0.547830294291120
0.229915711065731,0.526073073424975
0.230880507720720,0.506124682591110
0.231901503461774,0.488054462801268
0.232968823663806,0.472370486333082
0.234050806583894,0.459530836902074
0.235108894373701,0.449543430624531
0.236115767438036,0.441923300845461
0.237068193267346,0.435921927531339
0.237988546737474,0.430758135320079
0.238914286855930,0.425695625684616
0.239880339205347,0.419991494599355
0.240902669896241,0.412824942904037
0.241970776455757,0.403337642444063
0.243052627304761,0.390853015520194
0.244109726710012,0.375132885893560
0.245115219929017,0.356364913465836
0.246066523415044,0.334751977252729
0.246986539899519,0.309974133342383
0.247912886879570,0.280953077131589
0.248880204521339,0.246135686491726
0.249903863848579,0.204205466437266
0.250972737510000,0.154905935386688
0.252054433146457,0.0994991858641425
0.253110528023594,0.0404208164437324
0.254114639844186,-0.0198527478917095
0.255064834754761,-0.0800742108411502
0.255984536867101,-0.140793840832013
0.256911511532461,-0.203848259585908
0.257880103706775,-0.271057310522916
0.258905084981225,-0.342833743772054
0.259974706272092,-0.417472648833265
0.261056223598420,-0.491591237472805
0.262111298087893,-0.561541393494577
0.263114027347549,-0.624953198850376
0.264063127763927,-0.681477484543408
0.264982538206531,-0.732384494137177
0.265910161203452,-0.779376988794579
0.266880036790159,-0.823317723981564
0.267906332948931,-0.863557742024127
0.268976682185409,-0.898254100362370
0.270057998154440,-0.925475598939588
0.271112036685192,-0.944311798918821
0.272113382612276,-0.955201445242234
0.273061402925155,-0.959371482518710
0.273980544482886,-0.957944640183479
0.274908836274317,-0.951350997807088
0.275880003790409,-0.939336799271288
0.276907607398864,-0.921511935014888
0.277978664691308,-0.898100522941208
0.279059756312803,-0.870366041750071
0.280112743606668,-0.840321524717663
0.281112705820650,-0.809883088745262
0.282059660726104,-0.780092563273861
0.282978556259846,-0.750939941475624
0.283907537119650,-0.721836435893378
0.284880004716855,-0.692396437013091
0.285908907970702,-0.663055574086202
0.286980653229279,-0.635141454648961
0.288061497576428,-0.610329266796606
0.289113418652457,-0.589855728415984
0.290111997164020,-0.574056308456850
0.291057901659340,-0.562491193070576
0.291976574099534,-0.554452914996956
0.292906264106757,-0.549460700693692
0.293880039569236,-0.547462510895656
0.294910234296736,-0.548660777548697
0.295982647237109,-0.553086945697418
0.297063221453014,-0.560250292671567
0.298114061631704,-0.569173019087117
0.299111256842741,-0.578789553058108
0.300056126222201,-0.588355688900228
0.300974598562363,-0.597548765375694
0.301905017595554,-0.606235793723602
0.302880108337697,-0.614112260675927
0.303911586001980,-0.620472028176748
0.304984646151038,-0.624305503775245
0.306064927455174,-0.624714469826343
0.307114672362622,-0.621336021602800
0.308110485066123,-0.614389426128325
0.309054334916650,-0.604280634381174
0.309972630206870,-0.591097935639042
0.310903797938464,-0.574392412023334
0.311880211002797,-0.553398001831790
0.312912962704269,-0.527585641105498
0.313986649405919,-0.497253077425198
0.315066615100574,-0.463740186052513
0.316115250672539,-0.429006201393085
0.317109682052368,-0.394770051568685
0.318052528249139,-0.361802786724621
0.318970669589563,-0.329852376408621
0.319902605480316,-0.298218296262841
0.320880347535508,-0.266605675089621
0.321914364014371,-0.235751452683074
0.322988656435375,-0.207410742605275
0.324068283912070,-0.183650511113452
0.325115796397953,-0.165914511867146
0.326108848028510,-0.154551906410048
0.327050706730461,-0.149119865341067
0.327968717264762,-0.149144777493540
0.328901440558251,-0.154768711446670
0.329880517897229,-0.166882891096955
0.330915789536099,-0.186648402832274
0.331990666671967,-0.214626313066679
0.333069933417845,-0.250081837273207
0.334116309384572,-0.291079407797177
0.335107983230350,-0.335452045403499
0.336048870875610,-0.381992483059744
0.336966773784442,-0.431019489837542
0.337900303501625,-0.483954520389579
0.338880722039795,-0.542176468529191
0.339917238866418,-0.605791703581737
0.340992679547344,-0.673020026117309
0.342071563151539,-0.740636491682537
0.343116789487360,-0.805292941277774
0.344107087902390,-0.864919360661209
0.345047021203631,-0.919352970617065
0.345964839698078,-0.969908515939943
